Logging to savedate/CartPole-v0dqn2001071535/
episode_Q_value:4.85    	episode_loss:4.25    	episode_reward:16      	episodes:48	mean 100 episode reward:21.3    	step_used:16	steps:1015	
episode_Q_value:28.1    	episode_loss:0.35    	episode_reward:27      	episodes:49	mean 100 episode reward:21.1    	step_used:27	steps:1042	
episode_Q_value:9.81    	episode_loss:0.073   	episode_reward:11      	episodes:50	mean 100 episode reward:21.3    	step_used:11	steps:1053	
episode_Q_value:15.8    	episode_loss:0.123   	episode_reward:15      	episodes:51	mean 100 episode reward:21.1    	step_used:15	steps:1068	
episode_Q_value:61.9    	episode_loss:0.238   	episode_reward:60      	episodes:52	mean 100 episode reward:20.9    	step_used:60	steps:1128	
episode_Q_value:15      	episode_loss:0.0217  	episode_reward:15      	episodes:53	mean 100 episode reward:21.7    	step_used:15	steps:1143	
episode_Q_value:34.5    	episode_loss:0.0935  	episode_reward:34      	episodes:54	mean 100 episode reward:21.6    	step_used:34	steps:1177	
episode_Q_value:13.2    	episode_loss:0.0915  	episode_reward:14      	episodes:55	mean 100 episode reward:21.8    	step_used:14	steps:1191	
episode_Q_value:29.6    	episode_loss:0.114   	episode_reward:29      	episodes:56	mean 100 episode reward:21.7    	step_used:29	steps:1220	
episode_Q_value:22.4    	episode_loss:0.0917  	episode_reward:22      	episodes:57	mean 100 episode reward:21.8    	step_used:22	steps:1242	
episode_Q_value:14.4    	episode_loss:0.0593  	episode_reward:13      	episodes:58	mean 100 episode reward:21.8    	step_used:13	steps:1255	
episode_Q_value:9.46    	episode_loss:0.04    	episode_reward:10      	episodes:59	mean 100 episode reward:21.6    	step_used:10	steps:1265	
episode_Q_value:26.4    	episode_loss:0.157   	episode_reward:24      	episodes:60	mean 100 episode reward:21.4    	step_used:24	steps:1289	
episode_Q_value:10.7    	episode_loss:0.0964  	episode_reward:11      	episodes:61	mean 100 episode reward:21.5    	step_used:11	steps:1300	
